,name,appid,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price
1630,fivenightsatfreddys4,388090.0,2015-07-23,1.0,Scott Cawthon,Scott Cawthon,windows,0.0,Single-player,Action;Indie;Strategy,Horror;Survival Horror;Singleplayer,0.0,6348.0,507.0,139.0,206.0,200000-500000,5.79
1632,keeptalkingandnobodyexplodes,341800.0,2015-10-08,1.0,Steel Crate Games,Steel Crate Games,windows;mac;linux,0.0,Local Multi-Player;Co-op;Local Co-op;Steam Achievements;Full controller support;VR Support;Steam Workshop;Stats;Steam Leaderboards,Indie,Co-op;Puzzle;Local Co-Op,10.0,5745.0,115.0,196.0,251.0,500000-1000000,10.99
1633,kentuckyroutezero,231200.0,2013-02-22,1.0,Cardboard Computer,Cardboard Computer,windows;mac;linux,0.0,Single-player;Full controller support,Adventure;Indie,Adventure;Atmospheric;Point & Click,0.0,1506.0,310.0,0.0,0.0,200000-500000,18.99
1634,raymanorigins,207490.0,2012-03-29,1.0,UBIart Montpellier;Feral Interactive (Mac),Ubisoft;Feral Interactive (Mac),windows,0.0,Single-player;Shared/Split Screen;Full controller support,Action;Adventure,Platformer;Local Co-Op;2D,0.0,1509.0,114.0,266.0,497.0,200000-500000,8.59
1635,roadredemption,300380.0,2017-10-04,1.0,"EQ-Games , Pixel Dash Studios",Tripwire Interactive,windows;mac;linux,0.0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Stats,Action;Adventure;Indie;Racing;Simulation,Racing;Action;Multiplayer,55.0,4788.0,1056.0,13.0,17.0,200000-500000,14.99
1636,subnautica,264710.0,2018-01-23,1.0,Unknown Worlds Entertainment,Unknown Worlds Entertainment,windows;mac,0.0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;VR Support,Adventure;Indie,Survival;Open World;Exploration,17.0,90155.0,5413.0,1446.0,937.0,2000000-5000000,19.49
1637,thekingoffightersxiiisteamedition,222940.0,2013-09-13,1.0,SNK CORPORATION,SNK CORPORATION,windows,0.0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action,Fighting;2D Fighter;Arcade,46.0,4300.0,537.0,451.0,451.0,500000-1000000,14.99
1640,thefourkingscasinoandslots,260430.0,2015-06-01,1.0,Digital Leisure Inc.,Digital Leisure Inc.,windows;mac,0.0,Online Multi-Player;MMO;Steam Achievements;Steam Trading Cards;In-App Purchases;Partial Controller Support;Valve Anti-Cheat enabled,Casual;Free to Play;Massively Multiplayer;Simulation,Massively Multiplayer;Free to Play;Casual,56.0,2056.0,948.0,388.0,388.0,200000-500000,0.0
1643,yetanotherzombiedefense,270550.0,2014-03-28,1.0,Awesome Games Studio,Awesome Games Studio,windows,0.0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Stats;Steam Leaderboards,Action;Casual;Indie;Strategy,Zombies;Survival;Multiplayer,18.0,9900.0,1529.0,192.0,223.0,2000000-5000000,0.0
1644,doubleactionboogaloo,317360.0,2014-10-23,1.0,Double Action Factory,Double Action Factory,windows;linux,0.0,Multi-player;Cross-Platform Multiplayer;VR Support;Includes level editor;Includes Source SDK,Action;Free to Play;Indie,Free to Play;Action;Multiplayer,14.0,9252.0,786.0,5852.0,50.0,2000000-5000000,0.0
1645,menofwarassaultsquad2,244450.0,2014-05-15,1.0,Digitalmindsoft,1C Entertainment,windows,0.0,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Action;Simulation;Strategy,Strategy;World War II;War,490.0,11389.0,2025.0,4678.0,6473.0,500000-1000000,19.99
1647,verdun,242860.0,2015-04-28,1.0,M2H;Blackmill Games,M2H,windows;mac;linux,0.0,Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie;Strategy,World War I;FPS;Multiplayer,58.0,22048.0,4418.0,3846.0,5410.0,1000000-2000000,15.49
1648,championsonline,9880.0,2011-06-14,1.0,Cryptic Studios,Perfect World Entertainment,windows,0.0,Multi-player;MMO;Co-op;Steam Achievements,Free to Play;Massively Multiplayer;RPG,Free to Play;Superhero;Massively Multiplayer,709.0,2081.0,823.0,12952.0,724.0,1000000-2000000,0.0
1649,dungeonsdragonsonline,206480.0,2012-06-25,1.0,"Standing Stone Games, LLC","Standing Stone Games, LLC",windows;mac,0.0,MMO,Action;Adventure;Free to Play;Massively Multiplayer;RPG,Free to Play;RPG;MMORPG,0.0,1718.0,696.0,557.0,804.0,500000-1000000,0.0
1650,invisibleinc,243970.0,2015-05-12,1.0,Klei Entertainment,Klei Entertainment,windows;mac;linux,0.0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Indie;Strategy,Stealth;Turn-Based Strategy;Cyberpunk,23.0,3559.0,271.0,325.0,405.0,500000-1000000,14.99
1651,navyfield2conqueroroftheocean,338540.0,2015-03-05,1.0,SDEnterNet,SDEnterNet,windows,0.0,Multi-player;MMO;Steam Trading Cards,Action;Free to Play;Massively Multiplayer;RPG;Simulation;Strategy,Free to Play;Naval;Strategy,0.0,599.0,714.0,39.0,43.0,500000-1000000,0.0
1652,starwolves3civilwar,46260.0,2010-03-02,1.0,Elite Games Team,1C Entertainment,windows,0.0,Single-player;Steam Trading Cards;Steam Cloud,RPG;Strategy,Strategy;RPG;Space,0.0,312.0,89.0,422.0,422.0,100000-200000,3.99
1654,strandeddeep,313120.0,2015-01-23,1.0,Beam Team Games,Beam Team Pty Ltd,windows;mac;linux,0.0,Single-player;Full controller support;Includes level editor,Adventure;Indie;Early Access,Early Access;Survival;Open World,8.0,15604.0,5459.0,272.0,246.0,500000-1000000,10.99
1655,fishingplanet,380600.0,2017-08-28,1.0,Fishing Planet LLC,Fishing Planet LLC,windows;mac;linux,0.0,Single-player;Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Full controller support,Free to Play;Massively Multiplayer;Simulation;Sports,Free to Play;Fishing;Simulation,0.0,10585.0,3330.0,196.0,61.0,2000000-5000000,0.0
1656,wakfu,215080.0,2014-09-18,1.0,Ankama Studio,Ankama Games,windows;mac;linux,0.0,Multi-player;MMO;Steam Achievements;Steam Trading Cards,Adventure;Free to Play;Massively Multiplayer;RPG;Strategy,Free to Play;Massively Multiplayer;Turn-Based Strategy,146.0,4413.0,1335.0,2258.0,1086.0,1000000-2000000,0.0
1658,vindictus,212160.0,2012-06-22,1.0,devCAT,NEXON Korea Corp. & NEXON America Inc.,windows,0.0,Single-player;Multi-player;MMO;Co-op;Partial Controller Support,Action;Adventure;Free to Play;Massively Multiplayer;RPG,Free to Play;Action;Hack and Slash,0.0,3646.0,1460.0,408.0,249.0,1000000-2000000,0.0
1660,castlevanialordsofshadow2,239250.0,2014-02-25,1.0,MercurySteam,Konami Digital Entertainment,windows,16.0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure,Action;Adventure;Vampire,56.0,2390.0,479.0,732.0,732.0,200000-500000,24.99
1661,divekick,244730.0,2013-08-20,1.0,Iron Galaxy,Iron Galaxy,windows,0.0,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Fighting;Indie;2D Fighter,14.0,1418.0,268.0,238.0,272.0,200000-500000,3.99
1662,pennyarcadesontherainslickprecipiceofdarkness4,237570.0,2013-06-07,1.0,Zeboyd Games,"Penny Arcade, Inc.",windows,0.0,Single-player;Full controller support;Steam Trading Cards;Steam Cloud,Indie;RPG,RPG;Indie;JRPG,0.0,253.0,57.0,315.0,342.0,200000-500000,1.69
1663,tribesascend,17080.0,2012-06-27,1.0,Hi-Rez Studios,Hi-Rez Studios,windows,0.0,Multi-player;Co-op,Action;Free to Play,Free to Play;FPS;Action,0.0,6470.0,1738.0,128.0,75.0,2000000-5000000,0.0
1666,apotheonarena,417890.0,2015-12-08,1.0,Alientrap,Alientrap,windows,0.0,Single-player;Multi-player;Shared/Split Screen;Full controller support,Action;Free to Play;Indie,Free to Play;Action;Indie,0.0,758.0,166.0,35.0,52.0,200000-500000,0.0
1667,blockade3d,302830.0,2014-12-19,1.0,Novalink,Novalink,windows,0.0,Online Multi-Player;Steam Trading Cards;In-App Purchases,Action;Free to Play;Early Access,Early Access;Free to Play;Shooter,0.0,15821.0,11583.0,499.0,144.0,2000000-5000000,0.0
1670,creativerse,280790.0,2017-05-08,1.0,Playful Corp.,Playful Corp.,windows;mac,0.0,Single-player;Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Steam Trading Cards;Steam Workshop;In-App Purchases,Action;Adventure;Casual;Free to Play;Indie;Massively Multiplayer;RPG;Simulation,Free to Play;Survival;Multiplayer,0.0,19114.0,4911.0,3292.0,138.0,2000000-5000000,0.0
1671,cronix,343630.0,2015-07-17,1.0,MAGICS,MAGICS,windows,12.0,Multi-player;Co-op,Action;Casual;Free to Play;Strategy,Free to Play;Action;Multiplayer,0.0,209.0,244.0,15.0,16.0,200000-500000,0.0
1673,endlesssky,404410.0,2015-10-30,1.0,Michael Zahniser,Michael Zahniser,windows;mac;linux,0.0,Single-player,Action;Adventure;Free to Play;RPG;Simulation,Space;Free to Play;Open World,0.0,3420.0,366.0,33.0,50.0,500000-1000000,0.0
1678,thesettlersonline,354640.0,2015-08-19,1.0,Blue Byte,Ubisoft,windows;mac,0.0,Single-player;Multi-player;Steam Trading Cards;Steam Cloud,Free to Play;Simulation;Strategy,Free to Play;City Builder;Strategy,0.0,332.0,586.0,25.0,21.0,200000-500000,0.0
1679,totalwarbattleskingdom,300080.0,2015-04-09,1.0,CREATIVE ASSEMBLY,SEGA,windows;mac,0.0,Single-player;Multi-player,Free to Play;Strategy,Strategy;Free to Play;Medieval,0.0,1692.0,1646.0,177.0,334.0,500000-1000000,0.0
1680,aquanox,39630.0,2010-04-20,1.0,THQ Nordic,THQ Nordic,windows,0.0,Single-player;Multi-player,Action,Action;Underwater;Sci-fi,0.0,151.0,57.0,0.0,0.0,100000-200000,4.49
1681,aveyond32gatesofnight,278490.0,2014-04-18,1.0,"Amaranth Games, LLC",Degica,windows,0.0,Single-player,Adventure;Casual;Indie;RPG,RPG;Adventure;Indie,0.0,55.0,36.0,0.0,0.0,100000-200000,6.99
1682,baldursgateenhancededition,228280.0,2013-01-16,1.0,Beamdog,Beamdog,windows;mac;linux,0.0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Captions available;Steam Cloud,RPG;Strategy,RPG;Fantasy;Classic,129.0,4148.0,688.0,569.0,703.0,500000-1000000,14.99
1685,eadormastersofthebrokenworld,232050.0,2013-04-19,1.0,Snowbird Games,Snowbird Games,windows,0.0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;Strategy,Strategy;Turn-Based Strategy;Fantasy,56.0,1365.0,679.0,272.0,273.0,1000000-2000000,14.99
1686,earth2150trilogy,253880.0,2013-11-01,1.0,Reality Pump Studios,Topware Interactive;ACE,windows;mac,0.0,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Trading Cards;Steam Cloud;Includes level editor,Strategy,Strategy;RTS;Sci-fi,0.0,320.0,117.0,342.0,332.0,200000-500000,4.99
1688,gothic3,39500.0,2009-12-02,1.0,Piranha Bytes,THQ Nordic,windows,0.0,Single-player,Action;RPG,RPG;Open World;Fantasy,0.0,2962.0,728.0,1401.0,1652.0,500000-1000000,8.99
1689,gothiciigoldedition,39510.0,2010-01-13,1.0,Piranha Bytes,THQ Nordic,windows,0.0,Single-player,Action;RPG,RPG;Classic;Open World,0.0,3809.0,475.0,102.0,132.0,200000-500000,8.99
1690,halospartanassault,277430.0,2014-04-04,1.0,Vanguard Games;343 Industries,Microsoft Studios,windows,0.0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action,Action;Top-Down Shooter;Sci-fi,25.0,2797.0,691.0,251.0,491.0,200000-500000,1.99
1691,heroesofmightmagicvtribesoftheeast,15370.0,2008-10-10,1.0,Nival,Ubisoft,windows,0.0,Single-player,Strategy,Strategy;Turn-Based Strategy;Turn-Based,0.0,759.0,66.0,6679.0,6679.0,200000-500000,8.59
1692,injusticegodsamongusultimateedition,242700.0,2013-11-29,1.0,NetherRealm Studios;High Voltage Software,Warner Bros. Interactive Entertainment,windows,16.0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action,Fighting;Superhero;Action,50.0,8793.0,1473.0,288.0,320.0,1000000-2000000,14.99
1693,jaggedalliance2wildfire,215930.0,2012-11-16,1.0,I-deal Games,Topware Interactive,windows;mac;linux,0.0,Single-player;Steam Trading Cards;Steam Cloud,RPG;Strategy,Strategy;RPG;Turn-Based Tactics,0.0,454.0,180.0,526.0,420.0,200000-500000,4.99
1694,legacyofkaindefiance,224300.0,2012-12-06,1.0,Crystal Dynamics,Square Enix,windows,16.0,Single-player,Action;Adventure,Action;Adventure;Story Rich,0.0,429.0,61.0,522.0,81.0,200000-500000,4.99
1695,legacyofkainsoulreaver,224920.0,2012-12-06,1.0,Crystal Dynamics,Square Enix,windows,16.0,Single-player,Action;Adventure,Adventure;Action;Vampire,0.0,798.0,302.0,77.0,128.0,200000-500000,4.99
1696,legacyofkainsoulreaver2,224940.0,2012-12-06,1.0,Crystal Dynamics,Square Enix,windows,16.0,Single-player,Action;Adventure,Adventure;Action;Story Rich,0.0,288.0,107.0,50.0,93.0,200000-500000,4.99
1698,oddworldmunchsoddysee,15740.0,2010-12-20,1.0,Oddworld Inhabitants,Oddworld Inhabitants,windows,0.0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure;Strategy,Adventure;Action;Strategy,38.0,437.0,155.0,3.0,3.0,200000-500000,3.99
1699,oddworldstrangerswrathhd,15750.0,2010-12-20,1.0,Oddworld Inhabitants,Oddworld Inhabitants,windows,0.0,Single-player;Steam Achievements,Action;Adventure;Strategy,Adventure;Action;Singleplayer,36.0,759.0,139.0,98.0,98.0,200000-500000,6.99
1700,princeofpersiatheforgottensands,33320.0,2010-06-10,1.0,Ubisoft Montreal,Ubisoft,windows,0.0,Single-player,Action;Adventure,Action;Adventure;Platformer,0.0,511.0,263.0,328.0,328.0,200000-500000,8.59
1701,princeofpersiathesandsoftime,13600.0,2009-08-27,1.0,Kudosoft,Ubisoft,windows,0.0,Single-player,Action;Adventure,Action;Adventure;Parkour,0.0,831.0,122.0,167.0,167.0,200000-500000,8.59
1702,princeofpersiathetwothrones,13530.0,2009-08-27,1.0,Ubisoft Montreal,Ubisoft,windows,0.0,Single-player;Partial Controller Support,Action;Adventure,Action;Adventure;Platformer,0.0,365.0,109.0,205.0,205.0,200000-500000,8.59
1703,princeofpersiawarriorwithin,13500.0,2009-08-27,1.0,Ubisoft,Ubisoft,windows,0.0,Single-player,Action;Adventure,Action;Adventure;Parkour,0.0,657.0,101.0,307.0,312.0,200000-500000,8.59
1704,risen3titanlords,249230.0,2014-08-13,1.0,Piranha Bytes,Deep Silver,windows,16.0,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Partial Controller Support;Steam Cloud,RPG,RPG;Open World;Gothic,50.0,2756.0,1144.0,412.0,589.0,500000-1000000,10.99
1705,spellforce2demonsofthepast,245050.0,2014-01-16,1.0,THQ Nordic;Mind Over Matter Studios,THQ Nordic,windows,0.0,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Includes level editor,RPG;Strategy,Strategy;RPG;RTS,54.0,94.0,106.0,0.0,0.0,100000-200000,17.99
1706,streetracingsyndicate,292410.0,2014-04-24,1.0,Eutechnyx,Funbox Media Ltd,windows,0.0,Single-player;Shared/Split Screen;Steam Trading Cards;Partial Controller Support,Racing,Racing;Open World;Driving,0.0,1886.0,420.0,198.0,205.0,500000-1000000,2.09
1710,140,242820.0,2013-10-16,1.0,Carlsen Games,Carlsen Games,windows;mac;linux,0.0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie,Platformer;Indie;Rhythm,8.0,3398.0,241.0,205.0,274.0,200000-500000,3.99
1711,lonesurvivorthedirectorscut,209830.0,2012-04-23,1.0,Jasper Byrne,Superflat Games,windows;mac,16.0,Single-player;Steam Cloud,Action;Adventure;Indie;RPG;Simulation,Horror;Indie;Survival Horror,0.0,1019.0,153.0,93.0,128.0,500000-1000000,11.39
1713,secretsofrtikon,246680.0,2014-04-17,1.0,Broken Rules,Broken Rules,windows;mac;linux,0.0,Single-player;Steam Achievements;Full controller support;Steam Workshop;Includes level editor,Action;Adventure;Indie,Indie;Adventure;Action,19.0,268.0,156.0,6.0,6.0,100000-200000,6.99
1714,smallworld2,235620.0,2013-12-11,1.0,Days of Wonder,Days of Wonder;Asmodee Digital,windows;mac;linux,0.0,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Trading Cards;Steam Turn Notifications,Casual;Indie;Strategy,Board Game;Strategy;Casual,0.0,520.0,174.0,1364.0,2708.0,100000-200000,6.99
1715,thefall,290770.0,2014-05-30,1.0,Over The Moon,Over The Moon,windows;mac;linux,0.0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Adventure;Sci-fi;Indie,17.0,2784.0,367.0,106.0,116.0,200000-500000,6.99
1719,alphaprime,2590.0,2007-11-07,1.0,Black Element,Bohemia Interactive,windows,0.0,Single-player,Action,Action;FPS;Sci-fi,0.0,610.0,523.0,0.0,0.0,200000-500000,2.99
1720,bloonstd5,306020.0,2014-11-19,1.0,Ninja Kiwi,Ninja Kiwi,windows;mac,0.0,Single-player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Cloud;Steam Leaderboards,Action;Strategy,Tower Defense;Strategy;Co-op,125.0,3808.0,347.0,1127.0,1127.0,200000-500000,6.99
1721,bridgeproject,232950.0,2013-03-28,1.0,Halycon Media GmbH & Co. KG,THQ Nordic,windows;mac,0.0,Single-player;Steam Achievements;Steam Workshop;Includes level editor,Simulation,Simulation;Building;Physics,13.0,333.0,338.0,2.0,2.0,100000-200000,15.99
1722,citiesinmotion,73010.0,2011-02-22,1.0,Colossal Order Ltd.,Paradox Interactive,windows;mac;linux,0.0,Single-player;Steam Achievements,Simulation,Simulation;Management;Strategy,47.0,605.0,179.0,1.0,1.0,200000-500000,14.99
1724,interstellarmarines,236370.0,2013-07-02,1.0,Zero Point Software,Zero Point Software,windows;mac;linux,0.0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Action;Indie;RPG;Simulation;Early Access,Early Access;Action;FPS,28.0,4556.0,2946.0,112.0,159.0,200000-500000,6.95
1725,jaggedalliancebackinaction,57740.0,2012-02-08,1.0,Coreplay GmbH;Bigmoon Studios,THQ Nordic,windows;mac;linux,0.0,Single-player;Steam Achievements;Steam Trading Cards;Stats,RPG;Simulation;Strategy,Strategy;RPG;Tactical,60.0,730.0,345.0,185.0,244.0,200000-500000,14.99
1726,legobatman3beyondgotham,313690.0,2014-11-11,1.0,TT Games Ltd;Feral Interactive (Mac),WB Games;Feral Interactive (Mac),windows,0.0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure,LEGO;Batman;Adventure,70.0,2269.0,375.0,443.0,672.0,200000-500000,19.99
1727,legobatmanthevideogame,21000.0,2008-09-29,1.0,Traveller's Tales,Warner Bros. Interactive Entertainment,windows,0.0,Single-player;Shared/Split Screen;Full controller support,Action;Adventure,LEGO;Action;Adventure,0.0,1050.0,242.0,490.0,716.0,200000-500000,14.99
1728,legoharrypotteryears57,204120.0,2012-01-05,1.0,Traveller's Tales,Warner Bros. Interactive Entertainment,windows,0.0,Single-player;Shared/Split Screen;Full controller support,Adventure,LEGO;Adventure;Magic,0.0,628.0,104.0,1904.0,1904.0,200000-500000,14.99
1730,larvamortus,11340.0,2009-03-19,1.0,Meridian4,Meridian4,windows,0.0,Single-player;Steam Achievements,Action;Indie,Action;Indie;Top-Down,25.0,523.0,161.0,76.0,108.0,100000-200000,3.99
1732,omertacityofgangsters,208520.0,2013-01-31,1.0,Haemimont Games,Kalypso Media Digital,windows;mac,0.0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Simulation;Strategy,Strategy;Crime;Simulation,60.0,1029.0,632.0,209.0,281.0,200000-500000,10.99
1733,penguinsarenasednasworld,11280.0,2008-12-18,1.0,Frogames,Frogames,windows;mac,0.0,Single-player;Multi-player;Online Multi-Player;Steam Trading Cards,Action;Casual;Indie,Action;Casual;Indie,10.0,902.0,129.0,91.0,97.0,100000-200000,4.79
1734,pixeljunkeden,105800.0,2012-02-02,1.0,Q-Games Ltd.,Q-Games Ltd.,windows,0.0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Casual;Indie,Casual;Indie;Platformer,61.0,558.0,140.0,65.0,74.0,200000-500000,6.99
1735,primalcarnage,215470.0,2012-10-29,1.0,Lukewarm Media,Reverb Triple XP;Circle 5,windows,0.0,Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Valve Anti-Cheat enabled,Action;Indie,Dinosaurs;Multiplayer;Action,69.0,4447.0,1323.0,423.0,470.0,200000-500000,5.59
1737,solar2,97000.0,2011-06-17,1.0,Murudai,Murudai,windows;mac;linux,0.0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Stats,Indie;Casual,Space;Indie;Casual,25.0,1540.0,158.0,229.0,402.0,200000-500000,6.99
1738,spacetradermerchantmarine,11240.0,2008-10-23,1.0,Meridian4,Meridian4,windows,0.0,Single-player;Multi-player;Co-op;Steam Achievements,Action;Indie;Strategy,Action;Space;FPS,40.0,299.0,310.0,15.0,15.0,200000-500000,3.99
